iter	MultiClass
386	0.02831259976
387	0.02827646722
388	0.02821234008
389	0.02817294114
390	0.02805426529
391	0.02797461753
392	0.02795163878
393	0.0278783189
394	0.02780253779
395	0.02773081419
396	0.02765146291
397	0.02759090001
398	0.02755555733
399	0.02731950948
400	0.0272412043
401	0.02720912286
402	0.02710396402
403	0.02700751742
404	0.026924492
405	0.02683385299
406	0.02678430481
407	0.02668698802
408	0.02662422562
409	0.02657169602
410	0.02655205881
411	0.02644921447
412	0.02640883127
413	0.02634765632
414	0.02622499635
415	0.02617149671
416	0.0261229659
417	0.02608225346
418	0.02601574831
419	0.02596517925
420	0.02585383944
421	0.02576976541
422	0.02566584199
423	0.02545352375
424	0.025376418
425	0.02532449425
426	0.02519121057
427	0.02517390785
428	0.02513465418
429	0.02510495226
430	0.02500382218
431	0.02495727837
432	0.02489623659
433	0.0247723316
434	0.02474430688
435	0.02471430805
436	0.02468357715
437	0.02465671973
438	0.02459426716
439	0.02450753346
440	0.0244582376
441	0.02444841376
442	0.0244089916
443	0.02438060814
444	0.02435081387
445	0.02429406481
446	0.02418404407
447	0.02410627585
448	0.02406190387
449	0.02403652853
450	0.02402096751
451	0.02392329375
452	0.02382514213
453	0.02372852959
454	0.02367399208
455	0.02361257946
456	0.0235859632
457	0.02355877266
458	0.023504417
459	0.02349193739
460	0.02344046066
461	0.02340128519
462	0.02335646356
463	0.0232543435
464	0.02320457383
465	0.02313005029
466	0.02309053547
467	0.02305424406
468	0.02301606152
469	0.02291494775
470	0.02286072603
471	0.02284390151
472	0.02278814359
473	0.02271674549
474	0.02269628847
475	0.0226641886
476	0.02265546573
477	0.02262352423
478	0.02257422471
479	0.02254799444
480	0.02249117279
481	0.02246840062
482	0.02242952275
483	0.02235076615
484	0.02232764409
485	0.02230526334
486	0.02229111734
487	0.0222554844
488	0.02221244201
489	0.02217825189
490	0.0221347208
491	0.02210094039
492	0.0220249409
493	0.02200088465
494	0.02195502868
495	0.02191080079
496	0.02185474913
497	0.02178684028
498	0.02173171275
499	0.02168696351
500	0.02164952863
501	0.02159591277
502	0.02156480805
503	0.02152740116
504	0.02149280958
505	0.02142625377
506	0.02138940977
507	0.02130494386
508	0.02118841573
509	0.02114723225
510	0.02109447737
511	0.0210641695
512	0.02101702046
513	0.02096222338
514	0.02088978247
515	0.02079676913
516	0.02076065467
517	0.02071714317
518	0.02069204877
519	0.02065711684
520	0.02060965553
521	0.02052483659
522	0.02048019697
523	0.0204404552
524	0.02040187361
525	0.02038646029
526	0.02035090231
527	0.0203090513
528	0.02028549399
529	0.02025050977
530	0.02023480165
531	0.02019196166
532	0.02016352988
533	0.02010579627
534	0.02007901158
535	0.02006202715
536	0.02001960295
537	0.02000107488
538	0.01988149217
539	0.01986084564
540	0.01981046476
541	0.01978871064
542	0.01975972195
543	0.01971884499
544	0.01967478255
545	0.01962927251
546	0.01959480103
547	0.01954692353
548	0.01951424662
549	0.01944761026
550	0.01941963046
551	0.0193455689
552	0.01928751184
553	0.0192551867
554	0.01918734816
555	0.01915581282
556	0.01911709764
557	0.01910187593
558	0.01905640218
559	0.01902004671
560	0.01899939205
561	0.01897952715
562	0.0189544257
563	0.01893192362
564	0.01888712962
565	0.0188586982
566	0.01883174042
567	0.01878559079
568	0.01873501108
569	0.01871495624
570	0.01869450783
571	0.01867229731
572	0.01864090271
573	0.01859843375
574	0.01856080141
575	0.01853124419
576	0.01851524801
577	0.01849173221
578	0.01845658098
579	0.01843002502
580	0.01838091229
581	0.01837045327
582	0.01834853033
583	0.01831713162
584	0.01829877049
585	0.0182620499
586	0.01823213054
587	0.01822252158
588	0.0181873316
589	0.01813878
590	0.01810249467
591	0.01807837131
592	0.01804890802
593	0.01800506951
594	0.01797109632
595	0.0179467896
596	0.01790463503
597	0.01789497915
598	0.01786747271
599	0.01783704526
600	0.01782842162
601	0.01777978243
602	0.01777057849
603	0.01776512764
604	0.01775465557
605	0.01774496141
606	0.01771910643
607	0.01768893325
608	0.01766182424
609	0.01764561911
610	0.01761247941
611	0.01759285193
612	0.01755389665
613	0.01752711329
614	0.01750417417
615	0.01748659777
616	0.01747111968
617	0.01739398618
618	0.01735960926
619	0.01734068273
620	0.01732098735
621	0.01731111036
622	0.01729286772
623	0.01723666623
624	0.01720569495
625	0.01714452764
626	0.01713507842
627	0.01712704226
628	0.01712244
629	0.01710296125
630	0.01709201239
631	0.01707605875
632	0.01702704976
633	0.016979645
634	0.01694439963
635	0.01689846215
636	0.0168716347
637	0.01684696003
638	0.01681849818
639	0.01677218874
640	0.0167484413
641	0.01672397854
642	0.01671018641
643	0.01668219733
644	0.01663426158
645	0.0166053999
646	0.01655061486
647	0.01645294097
648	0.01643053632
649	0.01640993258
650	0.0163756181
651	0.01636082589
652	0.01632292467
653	0.01631262123
654	0.01630190351
655	0.01627717822
656	0.01626117883
657	0.01624892838
658	0.01623144776
659	0.01620550348
660	0.01617874579
661	0.01616867454
662	0.01615587514
663	0.01612953497
664	0.01611581704
665	0.01610779288
666	0.01608627792
667	0.01606047501
668	0.01603560874
669	0.01603040954
670	0.01601561146
671	0.01600191828
672	0.01597371774
673	0.01594616432
674	0.01593203783
675	0.01589161026
676	0.01588310541
677	0.01586128739
678	0.01584822535
679	0.01583296052
680	0.0158148735
681	0.01579017905
682	0.01575382871
683	0.01572440978
684	0.01571366132
685	0.01569569285
686	0.01568507016
687	0.01565885576
688	0.01561736916
689	0.01560615787
690	0.01559985401
691	0.01559195067
692	0.015560026
693	0.01554273859
694	0.0155217396
695	0.01549792885
696	0.0154759565
697	0.01547051192
698	0.0154557796
699	0.01541897891
700	0.01537358383
701	0.01537039134
702	0.01535773074
703	0.01533256101
704	0.01529042692
705	0.01527536336
706	0.01525140319
707	0.01523873198
708	0.01523128595
709	0.01521425378
710	0.01516904741
711	0.01515247312
712	0.01514457323
713	0.01513400994
714	0.01511813798
715	0.01510931533
716	0.01509797366
717	0.01507469079
718	0.01506793805
719	0.01506262628
720	0.01504969097
721	0.01501504529
722	0.01500630224
723	0.01499938802
724	0.01498814019
725	0.01497707028
726	0.01495859132
727	0.01493904187
728	0.01491578765
729	0.0148928911
730	0.01488026511
731	0.01487381573
732	0.01485111477
733	0.01483595496
734	0.01479929166
735	0.01477907551
736	0.01477203363
737	0.01470937585
738	0.01470066023
739	0.01468652427
740	0.01464409933
741	0.01462260689
742	0.01461288863
743	0.0145859859
744	0.01457462971
745	0.01454912059
746	0.0145412956
747	0.01452815529
748	0.01451414231
749	0.01447277892
750	0.0144571749
751	0.01444680151
752	0.01443762396
753	0.01440836715
754	0.01439921597
755	0.01438001617
756	0.01436615494
757	0.01434976428
758	0.01433930793
759	0.01433427431
760	0.01431676718
761	0.01428987169
762	0.01426746999
763	0.01424354652
764	0.0142307126
765	0.01422224032
766	0.01420071808
767	0.01418619196
768	0.01417343155
769	0.01414197976
770	0.014129081
771	0.01411988634
772	0.01411350721
773	0.01409562709
774	0.0140690635
775	0.01400934594
776	0.01399579468
777	0.01397381724
778	0.01396083732
779	0.01395691335
780	0.01393037682
781	0.01390278308
782	0.01388177946
783	0.01387234448
784	0.01385688531
785	0.013813314
786	0.01380706052
787	0.01378298203
788	0.0137744149
789	0.01377161652
790	0.01375595567
791	0.01372337939
792	0.01370342392
793	0.01369693556
794	0.01368987388
795	0.01367747391
796	0.01367307984
797	0.01365932596
798	0.01364524662
799	0.01361336062
800	0.01359747224
801	0.01359204951
802	0.01357960682
803	0.01356524239
804	0.01355574385
805	0.01354963476
806	0.01353952494
807	0.01352759765
808	0.01352125915
809	0.01350190029
810	0.01348916208
811	0.01347507524
812	0.01346999121
813	0.01346199266
814	0.01345453877
815	0.01344975997
816	0.01342714452
817	0.01342178394
818	0.01339622396
819	0.013392853
820	0.01337806964
821	0.01336886373
822	0.01336225763
823	0.01333927588
824	0.01331351395
825	0.01330931952
826	0.01329902202
827	0.01328976823
828	0.0132838477
829	0.01324918055
830	0.0132437024
831	0.01321311922
832	0.01319615538
833	0.01318352295
834	0.01316761881
835	0.01315322799
836	0.01311896369
837	0.01309420109
838	0.01307610766
839	0.01306643489
840	0.01304937147
841	0.01303831393
842	0.0129871724
843	0.01297658895
844	0.01296523509
845	0.01294758332
846	0.01294642261
847	0.01294245266
848	0.01292544641
849	0.01291740344
850	0.01291300333
851	0.01288845495
852	0.01287654776
853	0.01286641209
854	0.01283188243
855	0.01281717302
856	0.01280255648
857	0.01279290548
858	0.01277377333
859	0.01276547384
860	0.0127513116
861	0.01274305501
862	0.01273489556
863	0.01270863471
864	0.01270118963
865	0.01269691157
866	0.01269219369
867	0.01268666413
868	0.01268434266
869	0.01267906027
870	0.01264630917
871	0.01263740023
872	0.01259803453
873	0.01259109248
874	0.01258298755
875	0.01256897931
876	0.01255707883
877	0.01254379304
878	0.01253420938
879	0.0125217035
880	0.01251745509
881	0.01251051436
882	0.012485764
883	0.0124609862
884	0.01245414412
885	0.01244961174
886	0.01244689408
887	0.01243083127
888	0.01241881939
889	0.01241029281
890	0.01240429538
891	0.01238971812
892	0.0123822746
893	0.01237076243
894	0.01235212852
895	0.01231775486
896	0.01230894007
897	0.01230612135
898	0.01227181734
899	0.01226489732
900	0.01225568363
901	0.01223886048
902	0.01222716265
903	0.01222205594
904	0.01221609001
905	0.01220095222
906	0.01219818472
907	0.01218596347
908	0.01217981875
909	0.01212818452
910	0.0121242155
911	0.01211616935
912	0.01208568193
913	0.0120745129
914	0.0120656157
915	0.01205698585
916	0.01204585436
917	0.01203738579
918	0.0120199185
919	0.01199818439
920	0.01198926206
921	0.01198195295
922	0.01197926023
923	0.01194132135
924	0.01192767584
925	0.01192231778
926	0.01191067424
927	0.01188676943
928	0.01187945289
929	0.01182943292
930	0.01181248193
931	0.0118017734
932	0.01175883462
933	0.01175349384
934	0.01173651775
935	0.01173101202
936	0.01172067114
937	0.01171375176
938	0.01170818512
939	0.01170305373
940	0.01168685333
941	0.011680559
942	0.01167227452
943	0.01165804936
944	0.01164630761
945	0.01163773267
946	0.01163607637
947	0.01163321469
948	0.0116229588
949	0.01161525106
950	0.01157965217
951	0.01156803901
952	0.01154469492
953	0.01152136585
954	0.01151967951
955	0.01150776113
956	0.01150111508
957	0.01149738322
958	0.01147992194
959	0.01146843947
960	0.01146518788
961	0.01145473
962	0.01144069652
963	0.01140101414
964	0.01138647283
965	0.01137763237
966	0.01137560184
967	0.01137227076
968	0.011364114
969	0.01135893755
970	0.01134673266
971	0.01133647997
972	0.01133228108
973	0.01132581501
974	0.01132104521
975	0.01131358261
976	0.01130008363
977	0.01129589527
978	0.01129080576
979	0.0112739915
980	0.01126620937
981	0.0112608167
982	0.01125433519
983	0.01123947937
984	0.01123509958
985	0.01123258483
986	0.01121520991
987	0.01121196831
988	0.01119825598
989	0.0111838155
990	0.01116921647
991	0.01116169478
992	0.01115368317
993	0.01114767006
994	0.01113778255
995	0.01113060281
996	0.01112667515
997	0.01111463034
998	0.01110994677
999	0.01110161644
